keyword,category,title,final_price,rating,reviews,platform,delivery,currency,is_emi,link
iphone,mobile,iPhone 13  256GB  Pink  Unlocked,24567.170000000002,4.6,83000.0,reebelo usa,Free delivery by Tue,USD,False,"https://www.google.com/search?ibp=oshop&q=iphone&prds=productid:16668264476468362941,headlineOfferDocid:16668264476468362941,imageDocid:12478352040978757473,rds:PC_8971650804785857268|PROD_PC_8971650804785857268,pvt:hg&hl=en&gl=us&udm=28"
iphone,mobile,Apple iPhone 11 64GB Prepaid  Total Wireless Black with plan with 24 monthly installment payments  plan,20749.170000000002,4.4,74000.0,total wireless,Free delivery by Wed,USD,False,"https://www.google.com/search?ibp=oshop&q=iphone&prds=productid:11536523965264605955,headlineOfferDocid:11536523965264605955,imageDocid:18066924778440357335,rds:PC_8023149794696260886|PROD_PC_8023149794696260886,pvt:hg&hl=en&gl=us&udm=28"
iphone,mobile,Apple iPhone XR,20583.170000000002,4.5,40000.0,ebay - cellsensation,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=iphone&prds=catalogid:3168464279511408051,productid:8959325327106127539,headlineOfferDocid:4137374504631865441,imageDocid:8065639153227818184,rds:PC_15653290272112071452|PROD_PC_15653290272112071452,gpcid:15653290272112071452,mid:576462311165491294,pvt:hg&hl=en&gl=us&udm=28"
iphone,mobile,iPhone 15 Pro 512GB  Natural Titanium  Unlocked,54531.0,4.5,14000.0,back market,,USD,False,"https://www.google.com/search?ibp=oshop&q=iphone&prds=productid:269285804413792711,headlineOfferDocid:269285804413792711,imageDocid:9939014386185350746,rds:PC_11795796123145720151|PROD_PC_11795796123145720151,pvt:hg&hl=en&gl=us&udm=28"
iphone,mobile,Apple  Refurbished Excellent  iPhone 14 Pro Max A2651 128GB 67inch 2022 Deep  Unlocked  Purple,46549.72,4.4,23000.0,best buy,,USD,False,"https://www.google.com/search?ibp=oshop&q=iphone&prds=productid:2873427226523606067,headlineOfferDocid:2873427226523606067,imageDocid:1782308711389290613,rds:PC_8672923537105206374|PROD_PC_8672923537105206374,pvt:hg&hl=en&gl=us&udm=28"
iphone,mobile,Apple Iphone 12 PRO,20667.0,4.3,17000.0,walmart - reebelo,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=iphone&prds=catalogid:4370868469791693735,productid:13043231935759279247,headlineOfferDocid:1314179314559057484,imageDocid:11073224795786999912,rds:PC_14243855303706753583|PROD_PC_14243855303706753583,gpcid:14243855303706753583,mid:576462787490644887,pvt:hg&hl=en&gl=us&udm=28"
iphone,mobile,iPhone 14 Pro Max  128GB  Gold  Unlocked,44569.340000000004,4.4,23000.0,reebelo usa,Free delivery by Tue,USD,False,"https://www.google.com/search?ibp=oshop&q=iphone&prds=productid:5484823447926905476,headlineOfferDocid:5484823447926905476,imageDocid:12370981564624929943,rds:PC_8672923537105206374|PROD_PC_8672923537105206374,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy Z Fold7,132799.17,4.6,52000.0,samsung,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:16161404336191574849,productid:13290963935809730568,headlineOfferDocid:10444038009565071907,imageDocid:11328692731771072581,rds:PC_16337891081947337161|PROD_PC_16337891081947337161,gpcid:16337891081947337161,mid:576462833777183171,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy S25 FE,53949.17,4.6,119000.0,best buy,Free delivery by Sat,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:13834566291519350291,productid:8129272483435906231,headlineOfferDocid:3312554410984747961,imageDocid:5034301679683960159,rds:PC_11752250590237752181|PROD_PC_11752250590237752181,gpcid:11752250590237752181,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy Z Flip7,107899.17,4.5,41000.0,samsung,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:17628167703122538218,productid:12433246234969379399,headlineOfferDocid:9548328485748242500,rds:PC_10192101424008708893|PROD_PC_10192101424008708893,gpcid:10192101424008708893,mid:576462863844915666,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy Watch Ultra,53949.17,4.6,18000.0,samsung,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:7534159148514796834,productid:14128632669515693324,headlineOfferDocid:8895708966048453892,imageDocid:3144900381034434047,rds:PC_2673828588296638927|PROD_PC_2673828588296638927,gpcid:2673828588296638927,mid:576462833044590996,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy S25,32785.0,4.7,62000.0,walmart - reebelo,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:6612124133586791833,productid:4324293161558900224,headlineOfferDocid:10792809419999174516,imageDocid:84343121259535121,rds:PC_7998131059683023653|PROD_PC_7998131059683023653,gpcid:7998131059683023653,mid:576462859883472853,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung The Frame QLED 4K Smart TV,74699.17,4.6,21000.0,samsung,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:10469443510341920104,productid:14329402422632591247,headlineOfferDocid:14305320958390907088,imageDocid:4168674276575188966,rds:PC_15708983441793073681|PROD_PC_15708983441793073681,gpcid:15708983441793073681,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy S24 Ultra,53949.17,4.7,92000.0,best buy,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:12202098061423044315,productid:6596219538848798663,headlineOfferDocid:12571815497661783049,imageDocid:14158671900464117048,rds:PC_4010143927307777393|PROD_PC_4010143927307777393,gpcid:4010143927307777393,mid:576462770869180404,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung 44 Cu Ft Top Load Washer with ActiveWave Agitator and SoftClose Lid,48057.0,4.2,2300.0,samsung,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:14863706430062454629,productid:1551158532802276184,headlineOfferDocid:13677403803836821484,imageDocid:12693406590585044019,rds:PC_1132906797792898822|PROD_PC_1132906797792898822,gpcid:1132906797792898822,mid:576462671813705674,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung RF18A5101S9 18 Cu Ft Smart Counter Depth 3Door French Door Refrigerator,99517.0,4.0,497.0,samsung,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:9350087561553031421,productid:13874868824132428330,headlineOfferDocid:7459970250408167928,imageDocid:2016328890071918417,rds:PC_16386940619088852202|PROD_PC_16386940619088852202,gpcid:16386940619088852202,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,SAMSUNG Galaxy S23,18718.99,4.5,29000.0,walmart - wireless source,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:9910521699439700827,productid:2629882377806443476,headlineOfferDocid:17202850490594880350,imageDocid:18112219121206231417,rds:PC_6185279726844231230|PROD_PC_6185279726844231230,gpcid:6185279726844231230,mid:576462461160273199,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung 28 Cu Ft French Door Refrigerator RF28R7201SRAA,149317.0,3.8,6500.0,samsung,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:15239343209599519488,productid:17678213379009529223,headlineOfferDocid:9213231519819221609,rds:PC_161359243725335853|PROD_PC_161359243725335853,gpcid:161359243725335853,mid:576462843134481514,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy Z Fold5,78848.34,4.5,33000.0,best buy,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:9052328631605007103,productid:5757170628932348514,headlineOfferDocid:7374722425804485553,imageDocid:8173979347043073623,rds:PC_6813755555271574309|PROD_PC_6813755555271574309,gpcid:6813755555271574309,mid:576462749387424242,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung 45 Cu Ft Front Load Washer,66317.0,4.4,5200.0,samsung,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:2108665930403548430,productid:2809191082795154491,headlineOfferDocid:10595847562816644985,imageDocid:7542691501394400605,rds:PC_6136951932180885063|PROD_PC_6136951932180885063,gpcid:6136951932180885063,mid:576462797860322723,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Q7F 4K QLED Smart TV,37349.17,4.6,17000.0,sw tv appliances,Free same-day delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:14248331104131977924,productid:12345040709499749780,headlineOfferDocid:2016397385576025450,imageDocid:9961685720006551412,rds:PC_680016644084120875|PROD_PC_680016644084120875,gpcid:680016644084120875,mid:576462834885810205,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy A26 5G,10008.970000000001,4.7,18000.0,walmart - havearly phone supplier,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:17130569052945502582,productid:12881096770535301374,headlineOfferDocid:3638482502116665094,imageDocid:4590265296794916621,rds:PC_17525312830161686849|PROD_PC_17525312830161686849,gpcid:17525312830161686849,mid:576462819951395787,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy S22 Ultra 5G,49800.0,4.5,42000.0,newegg.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:14736960160787400698,productid:16420227094723068179,headlineOfferDocid:11570170685424561388,imageDocid:6025443076189689479,rds:PC_1964985831339837001|PROD_PC_1964985831339837001,gpcid:1964985831339837001,mid:576462862121731337,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung TopLoad Washer WA45T3200AW,48057.0,4.3,8000.0,samsung,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:13813982154892295880,productid:12967114312000966396,headlineOfferDocid:2962222848809372149,rds:PC_12514723922193557473|PROD_PC_12514723922193557473,gpcid:12514723922193557473,mid:576462628097133465,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy Z Flip6,70133.34,4.5,38000.0,best buy,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:671630872934280666,productid:10364329335373510210,headlineOfferDocid:18100307168656296743,imageDocid:2965624713626201197,rds:PC_18233330950665299788|PROD_PC_18233330950665299788,gpcid:18233330950665299788,mid:576462782032326924,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy Tab A11,24899.170000000002,4.6,13000.0,samsung,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:1447007832110777020,productid:7186551037266724540,headlineOfferDocid:5994107377122362545,imageDocid:3654233849784395317,rds:PC_1896912588365321076|PROD_PC_1896912588365321076,gpcid:1896912588365321076,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy S10,16517.0,4.6,14000.0,walmart - reebelo,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:1555655332582815408,productid:3438119953937109073,headlineOfferDocid:17013104190491916547,imageDocid:16462841698345517512,rds:PC_2064156120049538632|PROD_PC_2064156120049538632,gpcid:2064156120049538632,mid:576462777793100451,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung RF27CG5400SR 26 Cu Ft Counter Depth 3Door French Door Refrigerator,224017.0,3.9,777.0,samsung,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:6559593562680557071,productid:10735717982767471349,headlineOfferDocid:6032703068332332015,rds:PC_16430743319129556919|PROD_PC_16430743319129556919,gpcid:16430743319129556919,mid:576462810919706498,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy Z,103747.51000000001,4.4,7100.0,target,Free delivery by Sat,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:4072730187229693695,productid:2648906642805019298,headlineOfferDocid:5076941290032608445,imageDocid:7106597989508849248,rds:PC_3232673062602871424|PROD_PC_3232673062602871424,gpcid:3232673062602871424,mid:576462719355083192,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Smart TV,16599.170000000002,4.5,8700.0,samsung,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:4507017133649713457,productid:16005930068600100406,headlineOfferDocid:9451735223949189370,imageDocid:9250097537830149322,rds:PC_7015169446026823090|PROD_PC_7015169446026823090,gpcid:7015169446026823090,mid:576462510836189916,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy A36 5G,60589.17,4.4,110000.0,best buy,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:4357203636160217917,productid:6639732493840198997,headlineOfferDocid:16781112824388404933,imageDocid:17080045954412395526,rds:PC_2094322970772669367|PROD_PC_2094322970772669367,gpcid:2094322970772669367,mid:576462542884163174,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung 75Cu Feet Stackable Vented Electric Dryer DVE45T6000W,60507.0,4.3,3300.0,samsung,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:15130381614517655082,productid:17180475310574192162,headlineOfferDocid:10984353345922594086,rds:PC_18223174543505811545|PROD_PC_18223174543505811545,gpcid:18223174543505811545,mid:576462800797413680,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,SAMSUNG GALAXY Z 5G,42828.0,4.3,12000.0,walmart - reliant cellular,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:15060130511629889937,productid:16190044022238050091,headlineOfferDocid:37512410379956211,imageDocid:11997858884065120603,rds:PC_6500942693023472972|PROD_PC_6500942693023472972,gpcid:6500942693023472972,mid:576462719354877161,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy S21 FE 5G 128gb,11454.0,4.2,11000.0,uptrade,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:4442971734315036701,productid:12213394617520549590,headlineOfferDocid:4134386345071730276,imageDocid:160531687847846113,rds:PC_15835457117629155936|PROD_PC_15835457117629155936,gpcid:15835457117629155936,mid:576462852651029777,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Bespoke Kitchen Package with AI 3Door French Door Fridge Silver,299298.0,4.0,1200.0,samsung,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=productid:9612982693302400643,headlineOfferDocid:9612982693302400643,imageDocid:12473209856273797976,rds:PC_8534801976108169175|PROD_PC_8534801976108169175,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,64GB Samsung Galaxy S8,7422.6900000000005,4.5,18000.0,kenri's i.t services,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:2180014055246693368,productid:12842594086884063981,headlineOfferDocid:11993758395395181060,imageDocid:12328954941284802644,rds:PC_6475186212383108291|PROD_PC_6475186212383108291,gpcid:6475186212383108291,mid:576462294869481008,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy S20 128gb 5G,14603.849999999999,4.3,5500.0,walmart - ideal mobile,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:10436253249520453838,productid:2707187025063868298,headlineOfferDocid:14128751451128884402,imageDocid:5116916381214013769,rds:PC_3465359053274901105|PROD_PC_3465359053274901105,gpcid:3465359053274901105,mid:576462404432540472,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Bespoke 30 Cu Ft 3Door French Door Refrigerator with Beverage Center,132717.0,4.4,2100.0,snow bros. appliance,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:1569641057987553561,productid:4959897676597705157,headlineOfferDocid:14789107293336183714,imageDocid:5388900902310799932,rds:PC_791824590959526160|PROD_PC_791824590959526160,gpcid:791824590959526160,mid:576462756533474790,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Bespoke 288 Cu Ft French Door Refrigerator,182102.0,4.4,7000.0,aj madison,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:7045375775830236437,productid:12790128487219888035,headlineOfferDocid:7285396290418453187,imageDocid:3461282412675305875,rds:PC_9176586303452669900|PROD_PC_9176586303452669900,gpcid:9176586303452669900,mid:576462461856945178,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung OLED S90F 4K Smart TV,146909.17,4.8,10000.0,newegg.com - walts tv,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:687459390062416895,productid:16135043182618784977,headlineOfferDocid:1497417506503515511,imageDocid:8719836419235357286,rds:PC_13409673499992857891|PROD_PC_13409673499992857891,gpcid:13409673499992857891,mid:576462518107262851,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy S23,34307.22,4.6,12000.0,walmart - havearly phone supplier,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:13780270118860396032,productid:13449561055406519486,headlineOfferDocid:7545931638357037916,imageDocid:13196047997471836244,rds:PC_7058306629969671653|PROD_PC_7058306629969671653,gpcid:7058306629969671653,mid:576462549607400395,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung RF27CG5B10SR 26 Cu Ft French Door Refrigerator,207417.0,4.1,194.0,samsung,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:7418996844880619964,productid:13762123601806077740,headlineOfferDocid:8179915101367109970,imageDocid:9280118867148940122,rds:PC_5104344754462579947|PROD_PC_5104344754462579947,gpcid:5104344754462579947,mid:576462810919430676,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung 50 Cu Ft Smart Front Load Washer,70549.17,4.5,3800.0,pseg,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:5216507005802926555,productid:4317965703882510323,headlineOfferDocid:7606254909869313594,rds:PC_2453778655666442676|PROD_PC_2453778655666442676,gpcid:2453778655666442676,mid:576462796692108057,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung OLED 4K S95F Smart TV,190899.16999999998,4.8,39000.0,merlin's tv & appliance,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:11715636070496803808,productid:15887818371068562541,headlineOfferDocid:3860466657742599247,imageDocid:2544030364908631460,rds:PC_14086073946244683030|PROD_PC_14086073946244683030,gpcid:14086073946244683030,mid:576462865198287633,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung Galaxy A36 5G A Series 128gb Unlocked Android Cell Phone with 50mp Camera Awesome Black,25729.170000000002,4.4,110000.0,walmart - cellstoreusa,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=productid:5972679250747719335,headlineOfferDocid:5972679250747719335,imageDocid:646752255589839662,rds:PC_2094322970772669367|PROD_PC_2094322970772669367,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung 274 CuFt Stainless Refrigerator Side by Side,66399.17,4.2,9900.0,ace family hardware,,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:9413128245314557608,productid:15957230937651428672,headlineOfferDocid:418237294306301824,rds:PC_4100937819047518479|PROD_PC_4100937819047518479,gpcid:4100937819047518479,mid:576462778790675877,pvt:hg&hl=en&gl=us&udm=28"
samsung,mobile,Samsung A53 Galaxy 5G 128gb,7470.0,4.2,21000.0,swappa,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:11405825002969552074,productid:13619538846820592832,headlineOfferDocid:18417780467198986037,imageDocid:5782286790584667134,rds:PC_928647197513735271|PROD_PC_928647197513735271,gpcid:928647197513735271,mid:576462669801332073,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Poco X7 Pro 5G Dual SIM Unlocked,33780.17,4.8,29000.0,walmart - myworldphone,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:14998783640990168187,productid:11065940100285145292,headlineOfferDocid:8231697148291007183,imageDocid:2121217731172903228,rds:PC_7033307105854576301|PROD_PC_7033307105854576301,gpcid:7033307105854576301,mid:576462502932935192,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Mi 13 Ultra 5G ROM 16GB RAM Dual SIM GSM Unlocked,41126.5,4.7,187.0,ebay - 5gsmartphonestore,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:7296482728811054322,productid:2744061310691531623,headlineOfferDocid:7449902615291692494,imageDocid:2615822206904285676,rds:PC_2618452658179645278|PROD_PC_2618452658179645278,gpcid:2618452658179645278,mid:576462751514464708,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi 17 Ultra 5G Dual SIM,98753.4,4.8,431.0,mi 4 canada,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:16895626181366771666,productid:17426240118874341275,headlineOfferDocid:7811734188850848773,imageDocid:17696759288672924470,rds:PC_5568752279026963739|PROD_PC_5568752279026963739,gpcid:5568752279026963739,mid:576462883641451953,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Pad 7,25148.170000000002,4.8,8400.0,techinn.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:11844811294990464105,productid:13820749343482532123,headlineOfferDocid:3443875653576932441,imageDocid:822471842962943037,rds:PC_4320820885533354877|PROD_PC_4320820885533354877,gpcid:4320820885533354877,mid:576462510835818097,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi 17 Ultra 5g 69 161tb Global Version With Photography Kit,138525.34,5.0,95.0,ebay - globaltone05,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:14973121103417745620,headlineOfferDocid:14973121103417745620,imageDocid:18243777814323803401,rds:PC_7358847205998996401|PROD_PC_7358847205998996401,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Mi Jia Smart Home Gateway 3rd Generation Edition,2738.17,,,xiaomi eu store,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:3336011807242005141,productid:618130065113684413,headlineOfferDocid:13047247794799423504,imageDocid:9559690873618040768,gpcid:9530679067740647383,mid:576462459563834704,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Poco F7 Ultra 5G ROM RAM Dual sim GSM Unlocked,76691.17,4.9,1400.0,walmart - myworldphone,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:1359745886080234098,productid:16765757245806006257,headlineOfferDocid:18411169827449576812,imageDocid:14391324031065090521,rds:PC_4382117883585192341|PROD_PC_4382117883585192341,gpcid:4382117883585192341,mid:576462820169726988,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi 17 Pro Max 5G,83478.08,4.4,133.0,mi 4 canada,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:10627455903757053396,productid:11778711989610274454,headlineOfferDocid:4617997911095453307,imageDocid:12641096751789379252,rds:PC_3284074874028719571|PROD_PC_3284074874028719571,gpcid:3284074874028719571,mid:576462556213259673,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Redmi Note 10 Pro,9960.0,4.6,10000.0,ebay - anddel-3237,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:15921597647523918336,productid:5769131427048525062,headlineOfferDocid:10883018545165638840,imageDocid:343465814060439233,rds:PC_16428186021843862620|PROD_PC_16428186021843862620,gpcid:16428186021843862620,mid:576462416896028309,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Poco F6 Pro,45649.17,4.7,772.0,myworldphone.com,Free delivery by Wed,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:6527916135405373750,productid:6857270346858022985,headlineOfferDocid:17256212265627179844,imageDocid:11292944842602586937,rds:PC_14997002917498745116|PROD_PC_14997002917498745116,gpcid:14997002917498745116,mid:576462803657368861,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,XIAOMI Poco X7 PRO 5G  4G LTE for Tmobile Mint Tello  Global 256GB  8GB Ai 667 50MP Gamers Phone NFC Dual sim Unlocked Model 2412DPC0AG ,12684.890000000001,,,ravir.de,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:4427706460411382824,headlineOfferDocid:4427706460411382824,imageDocid:9620856248738084989,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Redmi Note 14s,19836.170000000002,4.8,883.0,walmart - myworldphone,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:11889777325076195649,productid:7245070300472978167,headlineOfferDocid:11727571834079376574,imageDocid:9997520671431296244,rds:PC_13266518680433618906|PROD_PC_13266518680433618906,gpcid:13266518680433618906,mid:576462814991285447,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Redmi Xiaomi 13C 4G LTE,14027.0,4.4,7900.0,ebay,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:11992268031251864356,productid:9724948936359803275,headlineOfferDocid:15159003273458721027,imageDocid:1545464236140367771,rds:PC_553980211621910287|PROD_PC_553980211621910287,gpcid:553980211621910287,mid:576462855824771366,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Smart Home Hub 2,2406.17,4.7,669.0,techinn.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:15205246104602105493,productid:13922511678831756785,headlineOfferDocid:17637636042583159774,imageDocid:13506579242395101797,rds:PC_7328858197474087465|PROD_PC_7328858197474087465,gpcid:7328858197474087465,mid:576462440396870252,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Mi Smart Kettle,4066.17,4.3,46.0,xiaomi eu store,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:10089068064259293837,productid:2616250928652641558,headlineOfferDocid:9206511507692916917,imageDocid:8498626813439138750,rds:PC_5450908046593253383|PROD_PC_5450908046593253383,gpcid:5450908046593253383,mid:576462790276831042,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Mi Note 10 6GB RAM 128GB Dual SIM  Unlocked,12201.0,4.6,4100.0,ebay - lmiw1828,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:6991036584145632146,productid:14684632328601233183,headlineOfferDocid:10376030012397376641,imageDocid:16393206805974994298,rds:PC_9676104256405933984|PROD_PC_9676104256405933984,gpcid:9676104256405933984,mid:576462671789842362,pvt:hg&hl=en&gl=us&udm=28"
xiaomi,mobile,Xiaomi Poco F7 5G 512GB ROM 12GB RAM Dual Sim GSM Unlocked,50214.17,4.9,8800.0,walmart - myworldphone,,USD,False,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:5513961009193982788,productid:182426722628061473,headlineOfferDocid:16003223652480250576,imageDocid:4011458225946454115,rds:PC_15148976852408121724|PROD_PC_15148976852408121724,gpcid:15148976852408121724,mid:576462849575840467,pvt:hg&hl=en&gl=us&udm=28"
