keyword,category,title,final_price,rating,reviews,platform,delivery,currency,is_emi,link,brand,visibility_score,price_range,rating_category,review_category,top_10,value_score
power bank fast charging,other,HP power bank fast charging Model 232,6725.0,3.9,800.0,Flipkart,Free Delivery,UNKNOWN,False,,HP,5.014344378827344,High,Medium,Medium,True,0.4639405204460966
air fryer india,other,Dell air fryer India Model 476,19141.0,4.1,4829.0,Amazon,Free Delivery,UNKNOWN,False,,Dell,5.853040698658647,High,High,High,True,1.034371244971527
office chair ergonomic,office equipments,Puma office chair ergonomic Model 823,999.0,3.4,937.0,Amazon,Free Delivery,UNKNOWN,False,,Puma,4.77749997960249,Medium,Medium,Medium,True,3.1889889889889886
microwave oven convection,other,Boat microwave oven convection Model 294,14590.0,4.1,877.0,Flipkart,5 Days,UNKNOWN,False,,Boat,5.171058637454046,High,High,Medium,True,0.24644962302947224
office chair ergonomic,office equipments,Nike office chair ergonomic Model 378,8156.0,4.8,1246.0,Croma,5 Days,UNKNOWN,False,,Nike,5.731398378272015,High,High,High,True,0.733300637567435
men running shoes,fashion,Samsung men running shoes Model 613,13410.0,2.9,1987.0,Reliance Digital,2 Days,UNKNOWN,False,,Samsung,4.7779537548866085,High,Medium,High,True,0.42970171513795674
men running shoes,fashion,Boat men running shoes Model 506,27212.0,3.1,797.0,Croma,2 Days,UNKNOWN,False,,Boat,4.532843438979924,High,Medium,Medium,True,0.09079450242540058
men running shoes,fashion,Dell men running shoes Model 106,30345.0,4.7,1355.0,Amazon,Free Delivery,UNKNOWN,False,,Dell,5.704917787400136,High,High,High,True,0.2098698302850552
air fryer india,other,HP air fryer India Model 726,40524.0,4.7,95.0,Flipkart,Free Delivery,UNKNOWN,False,,HP,4.645739276587134,High,High,Low,True,0.011018162076793998
microwave oven convection,other,Nike microwave oven convection Model 140 ,2510.0,4.5,4517.0,Croma,Free Delivery,UNKNOWN,False,,Nike,6.06632987881118,High,High,High,True,8.09820717131474
men running shoes,fashion,Puma men running shoes Model 934,42736.0,3.8,500.0,Amazon,5 Days,UNKNOWN,False,,Puma,4.766642440433946,High,Medium,Medium,True,0.04445900411830775
air fryer india,other,Boat air fryer India Model 433 ,30954.0,4.2,746.0,Amazon,5 Days,UNKNOWN,False,,Boat,5.166426074053128,High,High,Medium,True,0.10122116689280869
power bank fast charging,other,Dell power bank fast charging Model 185,13896.0,3.9,963.0,Reliance Digital,5 Days,UNKNOWN,False,,Dell,5.088436517844219,High,Medium,Medium,True,0.2702720207253886
microwave oven convection,other,HP microwave oven convection Model 639,4261.0,2.7,2230.0,Flipkart,5 Days,UNKNOWN,False,,HP,4.7040820777730135,High,Medium,High,True,1.4130485801455057
air fryer india,other,Nike air fryer India Model 536,8598.0,3.3,1641.0,Croma,5 Days,UNKNOWN,False,,Nike,4.941468116004949,High,Medium,High,True,0.6298325191905093
men running shoes,fashion,Puma men running shoes Model 476,48783.0,2.7,3072.0,Flipkart,Free Delivery,UNKNOWN,False,,Puma,4.832163824852194,High,Medium,High,True,0.17002644363815267
men running shoes,fashion,Sony men running shoes Model 393,8312.0,4.8,441.0,Croma,Free Delivery,UNKNOWN,False,,Sony,5.316523952831079,High,High,Medium,True,0.25466794995187675
microwave oven convection,other,HP microwave oven convection Model 455,1099.0,2.6,,Reliance Digital,2 Days,UNKNOWN,False,,HP,,Medium,Medium,,True,
men running shoes,fashion,Philips men running shoes Model 904,28926.0,3.2,4894.0,Amazon,2 Days,UNKNOWN,False,,Philips,5.318387821985844,High,Medium,High,True,0.5414091129088018
office chair ergonomic,office equipments,Puma office chair ergonomic Model 559,200380.0,4.1,1363.0,Croma,Free Delivery,UNKNOWN,False,,Puma,5.347270735361363,High,High,High,True,0.027888511827527693
air fryer india,other,Boat air fryer India Model 881,44221.0,,3337.0,Flipkart,2 Days,UNKNOWN,False,,Boat,,High,,High,False,
power bank fast charging,other,Boat power bank fast charging Model 685,13683.0,4.5,2173.0,Croma,2 Days,UNKNOWN,False,,Boat,5.773729627072462,High,High,High,True,0.7146459109844332
office chair ergonomic,office equipments,Puma office chair ergonomic Model 296,12559.0,4.4,2806.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Puma,5.815948630544753,High,High,High,True,0.983071900629031
microwave oven convection,other,Puma microwave oven convection Model 195,12872.0,4.4,629.0,Amazon,5 Days,UNKNOWN,False,,Puma,5.218287927754232,High,High,Medium,True,0.21500932256059668
microwave oven convection,other,Boat microwave oven convection Model 919,27029.0,4.6,4765.0,Croma,5 Days,UNKNOWN,False,,Boat,6.147705063063475,High,High,High,True,0.8109438011025195
air fryer india,other,LG air fryer India Model 497,1734.0,4.9,1240.0,Amazon,Free Delivery,UNKNOWN,False,,LG,5.789469114081843,Medium,High,High,True,3.5040369088811993
men running shoes,fashion,Sony men running shoes Model 630,25956.0,,3445.0,Amazon,5 Days,UNKNOWN,False,,Sony,,High,,High,False,
microwave oven convection,other,Boat microwave oven convection Model 727 ,16473.0,,4296.0,Croma,Free Delivery,UNKNOWN,False,,Boat,,High,,High,False,
air fryer india,other,Dell air fryer India Model 238,8235.0,3.0,351.0,Croma,5 Days,UNKNOWN,False,,Dell,4.145452470239238,High,Medium,Medium,True,0.12786885245901639
microwave oven convection,other,Philips microwave oven convection Model 652,26565.0,2.6,3497.0,Amazon,2 Days,UNKNOWN,False,,Philips,4.823978662231419,High,Medium,High,True,0.3422623753058536
microwave oven convection,other,Samsung microwave oven convection Model 126 ,29631.0,3.6,531.0,Amazon,2 Days,UNKNOWN,False,,Samsung,4.670657395736658,High,Medium,Medium,True,0.06451351624987345
men running shoes,fashion,Philips men running shoes Model 411,25279.0,3.4,2261.0,Amazon,5 Days,UNKNOWN,False,,Philips,5.129601862670427,High,Medium,High,True,0.30410221923335573
air fryer india,other,HP air fryer India Model 755,11309.0,3.6,4502.0,Flipkart,2 Days,UNKNOWN,False,,HP,5.5249996481206285,High,Medium,High,True,1.4331240604828013
air fryer india,other,Dell air fryer India Model 243,18440.0,2.6,3171.0,Amazon,Free Delivery,UNKNOWN,False,,Dell,4.7848470331018955,High,Medium,High,True,0.44710412147505424
office chair ergonomic,office equipments,Boat office chair ergonomic Model 163,49391.0,4.0,1681.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Boat,5.371095536213158,High,Medium,High,True,0.13613816282318641
men running shoes,fashion,Dell men running shoes Model 873,36201.0,3.7,600.0,Flipkart,5 Days,UNKNOWN,False,,Dell,4.779437973814083,High,Medium,Medium,True,0.06132427281014337
power bank fast charging,other,LG power bank fast charging Model 346,17711.0,3.6,608.0,Croma,2 Days,UNKNOWN,False,,LG,4.72472730708396,High,Medium,Medium,True,0.12358421320083565
power bank fast charging,other,Samsung power bank fast charging Model 316,29321.0,3.8,2779.0,Amazon,5 Days,UNKNOWN,False,,Samsung,5.452082482673873,High,Medium,High,True,0.36015824835442173
microwave oven convection,other,Philips microwave oven convection Model 381,999.0,4.4,4638.0,Croma,5 Days,UNKNOWN,False,,Philips,6.016901641900698,Medium,High,High,True,20.42762762762763
microwave oven convection,other,LG microwave oven convection Model 152,5102.0,2.8,2118.0,Reliance Digital,5 Days,UNKNOWN,False,,LG,4.74347982330732,High,Medium,High,True,1.1623676989415914
microwave oven convection,other,HP microwave oven convection Model 770,1253.0,3.6,1177.0,Flipkart,5 Days,UNKNOWN,False,,HP,4.988629345684613,Medium,Medium,High,True,3.3816440542697523
microwave oven convection,other,Puma microwave oven convection Model 996,42455.0,2.7,533.0,Croma,2 Days,UNKNOWN,False,,Puma,4.132158335584078,High,Medium,Medium,True,0.033897067483217524
power bank fast charging,other,Boat power bank fast charging Model 927 ,5855.0,4.7,3908.0,Croma,2 Days,UNKNOWN,False,,Boat,6.128414746317182,High,High,High,True,3.137079419299744
men running shoes,fashion,LG men running shoes Model 260,7350.0,3.8,2107.0,Amazon,Free Delivery,UNKNOWN,False,,LG,5.341397963864502,High,Medium,High,True,1.0893333333333333
men running shoes,fashion,Samsung men running shoes Model 170,20645.0,,679.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Samsung,,High,,Medium,False,
air fryer india,other,Puma air fryer India Model 311 ,38802.0,4.0,1316.0,Amazon,5 Days,UNKNOWN,False,,Puma,5.273244680697312,High,Medium,High,True,0.1356631101489614
microwave oven convection,other,Dell microwave oven convection Model 924,1432.0,4.8,2003.0,Croma,2 Days,UNKNOWN,False,,Dell,5.921160184881902,Medium,High,High,True,6.713966480446927
office chair ergonomic,office equipments,Sony office chair ergonomic Model 493,25335.0,3.5,252.0,Croma,5 Days,UNKNOWN,False,,Sony,4.313355795491008,High,Medium,Medium,True,0.034813499111900535
air fryer india,other,Dell air fryer India Model 603 ,18674.0,,4850.0,Amazon,Free Delivery,UNKNOWN,False,,Dell,,High,,High,False,
microwave oven convection,other,LG microwave oven convection Model 741,12854.0,4.0,1502.0,Croma,5 Days,UNKNOWN,False,,LG,5.3260873559011905,High,Medium,High,True,0.4674031429905088
office chair ergonomic,office equipments,Puma office chair ergonomic Model 946,27326.0,4.4,3197.0,Amazon,5 Days,UNKNOWN,False,,Puma,5.86811235735756,High,High,High,True,0.5147771353289907
office chair ergonomic,office equipments,Sony office chair ergonomic Model 491 ,29394.0,3.0,485.0,Flipkart,5 Days,UNKNOWN,False,,Sony,4.274483449560197,High,Medium,Medium,True,0.04949989793835476
air fryer india,other,LG air fryer India Model 268,18575.0,2.8,1910.0,Croma,5 Days,UNKNOWN,False,,LG,4.702152777696109,High,Medium,High,True,0.28791386271870795
air fryer india,other,Dell air fryer India Model 521,28686.0,5.0,640.0,Flipkart,Free Delivery,UNKNOWN,False,,Dell,5.585211782768268,High,High,Medium,True,0.11155267377814962
air fryer india,other,Samsung air fryer India Model 897,32149.0,3.9,1417.0,Flipkart,Free Delivery,UNKNOWN,False,,Samsung,5.242801082836829,High,Medium,High,True,0.17189648200566116
air fryer india,other,Samsung air fryer India Model 509,33415.0,3.7,418.0,Croma,2 Days,UNKNOWN,False,,Samsung,4.635148367968855,High,Medium,Medium,True,0.04628460272332785
office chair ergonomic,office equipments,Puma office chair ergonomic Model 834,26972.0,4.4,3119.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Puma,5.858235312321412,High,High,High,True,0.5088091353996738
air fryer india,other,Nike air fryer India Model 162,48988.0,4.1,4559.0,Flipkart,5 Days,UNKNOWN,False,,Nike,5.830031161003372,High,High,High,True,0.38156079039764834
microwave oven convection,other,HP microwave oven convection Model 594,2169.0,,3203.0,Amazon,Free Delivery,UNKNOWN,False,,HP,,High,,High,False,
air fryer india,other,Puma air fryer India Model 209,222300.0,3.6,3271.0,Amazon,Free Delivery,UNKNOWN,False,,Puma,5.397262679089055,High,Medium,High,True,0.052971659919028344
power bank fast charging,other,HP power bank fast charging Model 605,24658.0,4.1,2491.0,Reliance Digital,2 Days,UNKNOWN,False,,HP,5.588336351962937,High,High,High,True,0.4141901208532727
air fryer india,other,Boat air fryer India Model 535,33365.0,3.6,1179.0,Amazon,5 Days,UNKNOWN,False,,Boat,4.989307886983884,High,Medium,High,True,0.12721114940806236
men running shoes,fashion,Samsung men running shoes Model 931,22549.0,2.9,2761.0,Flipkart,5 Days,UNKNOWN,False,,Samsung,4.9094841335876955,High,Medium,High,True,0.35508891746862387
power bank fast charging,other,HP power bank fast charging Model 250,38959.0,4.6,579.0,Reliance Digital,2 Days,UNKNOWN,False,,HP,5.3052112414161865,High,High,Medium,True,0.06836417772530094
microwave oven convection,other,Samsung microwave oven convection Model 788,28251.0,3.3,4604.0,Amazon,Free Delivery,UNKNOWN,False,,Samsung,5.353959179475763,High,Medium,High,True,0.5377933524477009
men running shoes,fashion,Boat men running shoes Model 420,26404.0,3.9,718.0,Croma,Free Delivery,UNKNOWN,False,,Boat,4.971144543088419,High,Medium,Medium,True,0.10605211331616421
air fryer india,other,Dell air fryer India Model 323,34760.0,4.2,2520.0,Croma,2 Days,UNKNOWN,False,,Dell,5.652964370875168,High,High,High,True,0.304487917146145
microwave oven convection,other,Samsung microwave oven convection Model 354,16888.0,2.9,1267.0,Reliance Digital,5 Days,UNKNOWN,False,,Samsung,4.598078453998869,High,Medium,High,True,0.217568687825675
microwave oven convection,other,Philips microwave oven convection Model 565,28852.0,,4195.0,Flipkart,Free Delivery,UNKNOWN,False,,Philips,,High,,High,False,
power bank fast charging,other,Samsung power bank fast charging Model 596,26397.0,3.3,1033.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Samsung,4.75647602202735,High,Medium,High,True,0.12913967496306397
microwave oven convection,other,Nike microwave oven convection Model 845,46529.0,4.7,1118.0,Flipkart,5 Days,UNKNOWN,False,,Nike,5.62807628332477,High,High,High,True,0.11293172000257905
air fryer india,other,Puma air fryer India Model 818,4964.0,4.1,732.0,Flipkart,5 Days,UNKNOWN,False,,Puma,5.09885828075466,High,High,Medium,True,0.6045930701047542
air fryer india,other,Nike air fryer India Model 470,33735.0,2.7,1710.0,Amazon,2 Days,UNKNOWN,False,,Nike,4.597933309556877,High,Medium,High,True,0.13686082703423744
men running shoes,fashion,Nike men running shoes Model 785,24799.0,3.4,246.0,Flipkart,5 Days,UNKNOWN,False,,Nike,4.2437553346511905,High,Medium,Medium,True,0.03372716641800073
office chair ergonomic,office equipments,Philips office chair ergonomic Model 755,9463.0,,3340.0,Flipkart,Free Delivery,UNKNOWN,False,,Philips,,High,,High,False,
office chair ergonomic,office equipments,Dell office chair ergonomic Model 884,7331.0,4.1,2179.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Dell,5.534832062313253,High,High,High,True,1.2186468421770562
office chair ergonomic,office equipments,Boat office chair ergonomic Model 172 ,28498.0,,4784.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Boat,,High,,High,False,
power bank fast charging,other,Sony power bank fast charging Model 154,33036.0,,3288.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Sony,,High,,High,False,
men running shoes,fashion,Boat men running shoes Model 762 ,18772.0,3.4,347.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Boat,4.380880991909789,High,Medium,Medium,True,0.06284892392925634
power bank fast charging,other,Nike power bank fast charging Model 813,49195.0,4.1,2711.0,Croma,Free Delivery,UNKNOWN,False,,Nike,5.622176659624114,High,High,High,True,0.2259396280109767
microwave oven convection,other,LG microwave oven convection Model 306,8035.0,4.7,4121.0,Reliance Digital,5 Days,UNKNOWN,False,,LG,6.149637504580162,High,High,High,True,2.4105413814561296
power bank fast charging,other,Dell power bank fast charging Model 291,1087.0,2.6,1882.0,Croma,5 Days,UNKNOWN,False,,Dell,4.576248611462861,Medium,Medium,High,True,4.501563937442502
power bank fast charging,other,LG power bank fast charging Model 347,16861.0,4.4,1826.0,Croma,2 Days,UNKNOWN,False,,LG,5.644172222551203,High,High,High,True,0.47650791767985295
power bank fast charging,other,LG power bank fast charging Model 649,26039.0,4.1,248.0,Flipkart,2 Days,UNKNOWN,False,,LG,4.666981158585882,High,High,Medium,True,0.039049118629747685
office chair ergonomic,office equipments,Nike office chair ergonomic Model 210,34006.0,4.6,2854.0,Flipkart,Free Delivery,UNKNOWN,False,,Nike,5.942730848836044,High,High,High,True,0.38606128330294653
men running shoes,fashion,HP men running shoes Model 454,30364.0,,660.0,Amazon,5 Days,UNKNOWN,False,,HP,,High,,Medium,False,
power bank fast charging,other,LG power bank fast charging Model 344,25192.0,,1871.0,Flipkart,Free Delivery,UNKNOWN,False,,LG,,High,,High,False,
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 656 ,41403.0,2.8,135.0,Amazon,Free Delivery,UNKNOWN,False,,Samsung,3.645061954294421,High,Medium,Medium,True,0.009129773204840229
power bank fast charging,other,LG power bank fast charging Model 620,7596.0,2.5,3981.0,Flipkart,2 Days,UNKNOWN,False,,LG,4.815815793849657,High,Medium,High,True,1.3102290679304898
microwave oven convection,other,Nike microwave oven convection Model 724,43854.0,3.5,3729.0,Croma,5 Days,UNKNOWN,False,,Nike,5.389665405055145,High,Medium,High,True,0.29761253249418523
men running shoes,fashion,Nike men running shoes Model 955,12436.0,2.8,4004.0,Amazon,2 Days,UNKNOWN,False,,Nike,4.998119543800984,High,Medium,High,True,0.9015117401093599
power bank fast charging,other,Nike power bank fast charging Model 543,19052.0,4.2,3428.0,Flipkart,5 Days,UNKNOWN,False,,Nike,5.776009580985168,High,High,High,True,0.75570018895654
microwave oven convection,other,Philips microwave oven convection Model 269,47068.0,3.9,1802.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Philips,5.338882889281328,High,Medium,High,True,0.1493116342313249
power bank fast charging,other,Dell power bank fast charging Model 653,46043.0,4.2,1541.0,Flipkart,Free Delivery,UNKNOWN,False,,Dell,5.4563342216493105,High,High,High,True,0.14056859891840237
office chair ergonomic,office equipments,Nike office chair ergonomic Model 771,29337.0,3.6,1541.0,Flipkart,Free Delivery,UNKNOWN,False,,Nike,5.09633422164931,High,Medium,High,True,0.18909908988649146
power bank fast charging,other,HP power bank fast charging Model 730,15938.0,3.3,3328.0,Amazon,Free Delivery,UNKNOWN,False,,HP,5.224170895030009,High,Medium,High,True,0.6890701468189233
office chair ergonomic,office equipments,HP office chair ergonomic Model 674,41684.0,3.7,3074.0,Croma,Free Delivery,UNKNOWN,False,,HP,5.432424072096248,High,Medium,High,True,0.27285769120046066
air fryer india,other,Sony air fryer India Model 906,41305.0,3.9,3574.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Sony,5.612688182051244,High,Medium,High,True,0.3374555138603075
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 398,31075.0,4.7,1146.0,Amazon,Free Delivery,UNKNOWN,False,,Samsung,5.637962046851749,High,High,High,True,0.17332904263877716
men running shoes,fashion,Dell men running shoes Model 652,30140.0,2.9,807.0,Reliance Digital,5 Days,UNKNOWN,False,,Dell,4.417824823408438,High,Medium,Medium,True,0.07764764432647643
power bank fast charging,other,Sony power bank fast charging Model 334,9499.0,4.9,4207.0,Croma,Free Delivery,UNKNOWN,False,,Sony,6.277897101767018,High,High,High,True,2.170154753131909
men running shoes,fashion,Philips men running shoes Model 277,31389.0,4.3,4321.0,Croma,5 Days,UNKNOWN,False,,Philips,5.928589414826733,High,High,High,True,0.5919366657109179
office chair ergonomic,office equipments,Philips office chair ergonomic Model 658,4438.0,,40.0,Amazon,5 Days,UNKNOWN,False,,Philips,,High,,Low,False,
air fryer india,other,Dell air fryer India Model 580,17961.0,3.1,4995.0,Flipkart,2 Days,UNKNOWN,False,,Dell,5.266557148498187,High,Medium,High,True,0.8621179221646902
office chair ergonomic,office equipments,Dell office chair ergonomic Model 249 ,9264.0,3.3,609.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Dell,4.545383582866942,High,Medium,Medium,True,0.2169365284974093
microwave oven convection,other,LG microwave oven convection Model 223,46052.0,4.5,2531.0,Croma,Free Delivery,UNKNOWN,False,,LG,5.834705913305626,High,High,High,True,0.24731824893598542
air fryer india,other,LG air fryer India Model 237,3117.0,3.7,748.0,Croma,Free Delivery,UNKNOWN,False,,LG,4.867495593406888,High,Medium,Medium,True,0.8879050368944498
air fryer india,other,LG air fryer India Model 520,28421.0,4.6,2786.0,Reliance Digital,5 Days,UNKNOWN,False,,LG,5.933088410992779,High,High,High,True,0.45092009429647084
air fryer india,other,Dell air fryer India Model 376,48528.0,2.6,3673.0,Flipkart,Free Delivery,UNKNOWN,False,,Dell,4.843614506310029,High,Medium,High,True,0.19678948236069901
microwave oven convection,other,Puma microwave oven convection Model 544,48582.0,3.1,3036.0,Flipkart,5 Days,UNKNOWN,False,,Puma,5.0674501860183,High,Medium,High,True,0.19372607138446338
office chair ergonomic,office equipments,HP office chair ergonomic Model 112,31474.0,3.0,4517.0,Croma,Free Delivery,UNKNOWN,False,,HP,5.1663298788111796,High,Medium,High,True,0.4305458473660799
air fryer india,other,Nike air fryer India Model 635 ,23979.0,,384.0,Amazon,2 Days,UNKNOWN,False,,Nike,,High,,Medium,False,
office chair ergonomic,office equipments,Boat office chair ergonomic Model 505,17335.0,4.9,2038.0,Croma,Free Delivery,UNKNOWN,False,,Boat,5.988085908229782,High,High,High,True,0.5760715315835017
office chair ergonomic,office equipments,Nike office chair ergonomic Model 457,6006.0,3.4,1498.0,Flipkart,Free Delivery,UNKNOWN,False,,Nike,4.9650213992410395,High,Medium,High,True,0.848018648018648
air fryer india,other,Philips air fryer India Model 669 ,13652.0,2.7,2243.0,Amazon,2 Days,UNKNOWN,False,,Philips,4.706406106657035,High,Medium,High,True,0.44360533255200707
men running shoes,fashion,HP men running shoes Model 974,13155.0,3.6,2057.0,Flipkart,2 Days,UNKNOWN,False,,HP,5.211795966557599,High,Medium,High,True,0.5629190421892817
microwave oven convection,other,Sony microwave oven convection Model 861,14160.0,5.0,1594.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Sony,5.949851606087578,High,High,High,True,0.5628531073446328
office chair ergonomic,office equipments,Boat office chair ergonomic Model 534,49386.0,4.1,916.0,Croma,Free Delivery,UNKNOWN,False,,Boat,5.188442988902585,High,High,Medium,True,0.07604584295144372
power bank fast charging,other,Boat power bank fast charging Model 257,48691.0,4.8,539.0,Croma,Free Delivery,UNKNOWN,False,,Boat,5.396627655823329,High,High,Medium,True,0.0531350762974677
office chair ergonomic,office equipments,Sony office chair ergonomic Model 116,39770.0,4.2,617.0,Reliance Digital,2 Days,UNKNOWN,False,,Sony,5.090595382983077,High,High,Medium,True,0.06515966809152628
air fryer india,other,Sony air fryer India Model 725,22083.0,2.5,3667.0,Flipkart,5 Days,UNKNOWN,False,,Sony,4.782960733350542,High,Medium,High,True,0.41513834171081826
men running shoes,fashion,LG men running shoes Model 265,31009.0,3.1,506.0,Reliance Digital,2 Days,UNKNOWN,False,,LG,4.351404401436474,High,Medium,Medium,True,0.050585313941113874
microwave oven convection,other,Philips microwave oven convection Model 221,14840.0,4.3,3858.0,Flipkart,Free Delivery,UNKNOWN,False,,Philips,5.883265344615047,High,High,High,True,1.1178840970350403
men running shoes,fashion,LG men running shoes Model 272,5766.0,3.2,973.0,Reliance Digital,5 Days,UNKNOWN,False,,LG,4.672564521457014,High,Medium,Medium,True,0.5399930627818246
microwave oven convection,other,Puma microwave oven convection Model 738,41951.0,4.0,1460.0,Flipkart,Free Delivery,UNKNOWN,False,,Puma,5.3147505647002795,High,Medium,High,True,0.1392100307501609
office chair ergonomic,office equipments,HP office chair ergonomic Model 205,132290.0,2.6,874.0,Reliance Digital,Free Delivery,UNKNOWN,False,,HP,4.269689554543046,High,Medium,Medium,True,0.01717741325874972
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 229,20104.0,2.7,439.0,Amazon,2 Days,UNKNOWN,False,,Samsung,4.054709890764923,High,Medium,Medium,True,0.05895841623557502
power bank fast charging,other,Nike power bank fast charging Model 172,25092.0,3.0,263.0,Croma,2 Days,UNKNOWN,False,,Nike,4.030379641258526,High,Medium,Medium,True,0.0314442850310856
microwave oven convection,other,Boat microwave oven convection Model 156,220130.0,4.8,4501.0,Croma,2 Days,UNKNOWN,False,,Boat,6.2449108085866705,High,High,High,True,0.09814564121201108
air fryer india,other,Dell air fryer India Model 243,184400.0,2.6,3171.0,Amazon,Free Delivery,UNKNOWN,False,,Dell,4.7848470331018955,High,Medium,High,True,0.04471041214750542
air fryer india,other,Nike air fryer India Model 258 ,17028.0,3.0,3583.0,Flipkart,5 Days,UNKNOWN,False,,Nike,5.073693909637928,High,Medium,High,True,0.6312544045102184
microwave oven convection,other,Boat microwave oven convection Model 458,31490.0,3.1,1093.0,Amazon,5 Days,UNKNOWN,False,,Boat,4.659038393192771,High,Medium,High,True,0.10759923785328676
power bank fast charging,other,Dell power bank fast charging Model 484,40635.0,3.0,1454.0,Croma,2 Days,UNKNOWN,False,,Dell,4.713104471842238,High,Medium,High,True,0.10734588409007013
office chair ergonomic,office equipments,Philips office chair ergonomic Model 808,28743.0,5.0,3347.0,Amazon,2 Days,UNKNOWN,False,,Philips,6.246447372643747,High,High,High,True,0.5822287165570748
power bank fast charging,other,Philips power bank fast charging Model 136,11469.0,3.4,2456.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Philips,5.162678549008472,High,Medium,High,True,0.7280844014299416
microwave oven convection,other,Sony microwave oven convection Model 852,47730.0,4.5,3005.0,Croma,2 Days,UNKNOWN,False,,Sony,5.903346228125168,High,High,High,True,0.2833123821495915
power bank fast charging,other,Boat power bank fast charging Model 295,171520.0,3.9,,Flipkart,Free Delivery,UNKNOWN,False,,Boat,,High,Medium,,True,
air fryer india,other,Nike air fryer India Model 162 ,489880.0,4.1,4559.0,Flipkart,5 Days,UNKNOWN,False,,Nike,5.830031161003372,High,High,High,True,0.03815607903976483
men running shoes,fashion,HP men running shoes Model 129,999.0,4.5,3287.0,Flipkart,5 Days,UNKNOWN,False,,HP,5.939213902470428,Medium,High,High,True,14.806306306306306
office chair ergonomic,office equipments,Nike office chair ergonomic Model 977 ,41365.0,3.8,1093.0,Croma,Free Delivery,UNKNOWN,False,,Nike,5.0790383931927705,High,Medium,High,True,0.10040855795962769
microwave oven convection,other,Puma microwave oven convection Model 212,12632.0,3.0,2291.0,Flipkart,Free Delivery,UNKNOWN,False,,Puma,4.894872031133852,High,Medium,High,True,0.544094363521216
air fryer india,other,Boat air fryer India Model 950,35032.0,3.9,2261.0,Reliance Digital,2 Days,UNKNOWN,False,,Boat,5.429601862670426,High,Medium,High,True,0.25170986526604244
air fryer india,other,Samsung air fryer India Model 923 ,20041.0,4.6,1686.0,Reliance Digital,Free Delivery,UNKNOWN,False,,Samsung,5.732282833018387,High,High,High,True,0.3869866773115114
office chair ergonomic,office equipments,Sony office chair ergonomic Model 116 ,397700.0,4.2,617.0,Reliance Digital,2 Days,UNKNOWN,False,,Sony,5.090595382983077,High,High,Medium,True,0.0065159668091526275
air fryer india,other,Philips air fryer India Model 213,999.0,4.4,2655.0,Amazon,2 Days,UNKNOWN,False,,Philips,5.79383060423853,Medium,High,High,True,11.693693693693696
air fryer india,other,Philips air fryer India Model 594,41057.0,3.6,3166.0,Reliance Digital,2 Days,UNKNOWN,False,,Philips,5.384216018615456,High,Medium,High,True,0.27760430620844195
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 472,9857.0,,3938.0,Amazon,2 Days,UNKNOWN,False,,Samsung,,High,,High,False,
office chair ergonomic,office equipments,Puma office chair ergonomic Model 306,23833.0,2.6,293.0,Flipkart,5 Days,UNKNOWN,False,,Puma,3.8334319069354725,High,Medium,Medium,True,0.03196408341375404
microwave oven convection,other,Dell microwave oven convection Model 367,323170.0,3.6,434.0,Amazon,Free Delivery,UNKNOWN,False,,Dell,4.590138412435474,High,Medium,Medium,True,0.004834607172695486
microwave oven convection,other,Puma microwave oven convection Model 195,128720.0,4.4,629.0,Amazon,5 Days,UNKNOWN,False,,Puma,5.218287927754232,High,High,Medium,True,0.021500932256059667
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 666 ,4203.0,4.0,3908.0,Croma,5 Days,UNKNOWN,False,,Samsung,5.708414746317182,High,Medium,High,True,3.7192481560789914
air fryer india,other,Boat air fryer India Model 433,30954.0,4.2,746.0,Amazon,5 Days,UNKNOWN,False,,Boat,5.166426074053128,High,High,Medium,True,0.10122116689280869
power bank fast charging,other,HP power bank fast charging Model 815 ,5912.0,3.6,80.0,Reliance Digital,Free Delivery,UNKNOWN,False,,HP,3.917779661868976,High,Medium,Low,True,0.04871447902571042
power bank fast charging,other,LG power bank fast charging Model 347 ,16861.0,4.4,1826.0,Croma,2 Days,UNKNOWN,False,,LG,5.644172222551203,High,High,High,True,0.47650791767985295
microwave oven convection,other,Boat microwave oven convection Model 727,16473.0,,4296.0,Croma,Free Delivery,UNKNOWN,False,,Boat,,High,,High,False,
